File Name,File Extension,File Size,Created Time,Modified Time,File Path
3_2025-03-02_22-55-24.mp4,.mp4,566693719,2025-03-04 16:32:27,2025-03-03 09:55:25,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\3_2025-03-02_22-55-24.mp4
3_2025-03-03_04-55-26.mp4,.mp4,591365034,2025-03-04 16:32:32,2025-03-03 15:55:26,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\3_2025-03-03_04-55-26.mp4
3_2025-03-03_10-55-27.mp4,.mp4,1031061061,2025-03-04 16:32:37,2025-03-03 21:51:31,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\3_2025-03-03_10-55-27.mp4
4_2025-02-28_16-56-48.mp4,.mp4,1121646252,2025-03-04 16:32:46,2025-03-01 03:56:49,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-02-28_16-56-48.mp4
4_2025-02-28_22-56-50.mp4,.mp4,544454844,2025-03-04 16:32:56,2025-03-01 09:56:50,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-02-28_22-56-50.mp4
4_2025-03-01_04-56-52.mp4,.mp4,549937118,2025-03-04 16:33:01,2025-03-01 15:56:52,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-01_04-56-52.mp4
4_2025-03-01_10-56-53.mp4,.mp4,1178489599,2025-03-04 16:33:06,2025-03-01 21:56:54,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-01_10-56-53.mp4
4_2025-03-01_16-56-55.mp4,.mp4,1175528559,2025-03-04 16:33:16,2025-03-02 03:56:56,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-01_16-56-55.mp4
4_2025-03-01_22-56-57.mp4,.mp4,538611555,2025-03-04 16:33:27,2025-03-02 09:56:58,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-01_22-56-57.mp4
4_2025-03-02_04-56-59.mp4,.mp4,550761523,2025-03-04 16:33:32,2025-03-02 15:57:00,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-02_04-56-59.mp4
4_2025-03-02_10-57-01.mp4,.mp4,1193116493,2025-03-04 16:33:37,2025-03-02 21:57:01,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-02_10-57-01.mp4
4_2025-03-02_16-57-02.mp4,.mp4,1165711828,2025-03-04 16:33:47,2025-03-03 03:57:02,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-02_16-57-02.mp4
4_2025-03-02_22-57-04.mp4,.mp4,537434472,2025-03-04 16:33:58,2025-03-03 09:57:05,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-02_22-57-04.mp4
4_2025-03-03_04-57-06.mp4,.mp4,537472787,2025-03-04 16:34:02,2025-03-03 15:57:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-03_04-57-06.mp4
4_2025-03-03_10-57-07.mp4,.mp4,1176633591,2025-03-04 16:34:07,2025-03-03 21:51:31,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\4_2025-03-03_10-57-07.mp4
5_2025-02-28_16-56-49.mp4,.mp4,184207653,2025-03-04 16:34:17,2025-03-01 03:56:50,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-02-28_16-56-49.mp4
5_2025-02-28_22-56-51.mp4,.mp4,379688000,2025-03-04 16:34:19,2025-03-01 09:56:52,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-02-28_22-56-51.mp4
5_2025-03-01_04-56-53.mp4,.mp4,401770375,2025-03-04 16:34:22,2025-03-01 15:56:53,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-01_04-56-53.mp4
5_2025-03-01_10-56-54.mp4,.mp4,163212830,2025-03-04 16:34:26,2025-03-01 21:56:54,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-01_10-56-54.mp4
5_2025-03-01_16-56-55.mp4,.mp4,142689905,2025-03-04 16:34:27,2025-03-02 03:56:56,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-01_16-56-55.mp4
5_2025-03-01_22-56-57.mp4,.mp4,362798728,2025-03-04 16:34:28,2025-03-02 09:56:58,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-01_22-56-57.mp4
5_2025-03-02_04-56-59.mp4,.mp4,361271243,2025-03-04 16:34:32,2025-03-02 15:57:00,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-02_04-56-59.mp4
5_2025-03-02_10-57-01.mp4,.mp4,164854110,2025-03-04 16:34:35,2025-03-02 21:57:01,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-02_10-57-01.mp4
5_2025-03-02_16-57-02.mp4,.mp4,147995965,2025-03-04 16:34:36,2025-03-03 03:57:02,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-02_16-57-02.mp4
5_2025-03-02_22-57-04.mp4,.mp4,370905679,2025-03-04 16:34:38,2025-03-03 09:57:05,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-02_22-57-04.mp4
5_2025-03-03_04-57-06.mp4,.mp4,356999120,2025-03-04 16:34:41,2025-03-03 15:57:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-03_04-57-06.mp4
5_2025-03-03_10-57-07.mp4,.mp4,171402261,2025-03-04 16:34:44,2025-03-03 21:51:31,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825\5_2025-03-03_10-57-07.mp4
1_2025-02-28_17-26-15.mp4,.mp4,484774918,2025-03-04 22:20:05,2025-03-01 04:26:15,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-02-28_17-26-15.mp4
1_2025-02-28_23-26-16.mp4,.mp4,254933313,2025-03-04 22:13:33,2025-03-01 10:26:17,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-02-28_23-26-16.mp4
1_2025-03-01_05-26-18.mp4,.mp4,267892842,2025-03-04 22:13:36,2025-03-01 16:26:19,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-01_05-26-18.mp4
1_2025-03-01_11-26-20.mp4,.mp4,604393459,2025-03-04 22:13:39,2025-03-01 22:26:21,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-01_11-26-20.mp4
1_2025-03-01_17-26-22.mp4,.mp4,550466442,2025-03-04 22:13:45,2025-03-02 04:26:22,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-01_17-26-22.mp4
1_2025-03-01_23-26-23.mp4,.mp4,224272982,2025-03-04 22:13:50,2025-03-02 10:26:24,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-01_23-26-23.mp4
1_2025-03-02_05-26-25.mp4,.mp4,283204617,2025-03-04 22:13:52,2025-03-02 16:26:26,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-02_05-26-25.mp4
1_2025-03-02_11-26-27.mp4,.mp4,675939191,2025-03-04 22:13:55,2025-03-02 22:26:27,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-02_11-26-27.mp4
1_2025-03-02_17-26-28.mp4,.mp4,611446852,2025-03-04 22:14:01,2025-03-03 04:26:29,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-02_17-26-28.mp4
1_2025-03-02_23-26-30.mp4,.mp4,248156283,2025-03-04 22:14:07,2025-03-03 10:26:31,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-02_23-26-30.mp4
1_2025-03-03_05-26-32.mp4,.mp4,14680112,2025-03-04 22:14:10,2025-03-03 10:54:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-03_05-26-32.mp4
1_2025-03-03_11-26-33.mp4,.mp4,48,2025-03-04 22:14:10,2025-03-03 16:26:33,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\1_2025-03-03_11-26-33.mp4
2_2025-02-28_17-26-13.mp4,.mp4,1626371620,2025-03-04 22:14:10,2025-03-01 04:26:14,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-02-28_17-26-13.mp4
2_2025-02-28_23-26-15.mp4,.mp4,652281671,2025-03-04 22:14:28,2025-03-01 10:26:15,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-02-28_23-26-15.mp4
2_2025-03-01_05-26-16.mp4,.mp4,719338850,2025-03-04 22:14:34,2025-03-01 16:26:17,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-01_05-26-16.mp4
2_2025-03-01_11-26-18.mp4,.mp4,1653679629,2025-03-04 22:14:41,2025-03-01 22:26:19,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-01_11-26-18.mp4
2_2025-03-01_17-26-20.mp4,.mp4,1519136917,2025-03-04 22:14:57,2025-03-02 04:26:20,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-01_17-26-20.mp4
2_2025-03-01_23-26-21.mp4,.mp4,648350410,2025-03-04 22:15:10,2025-03-02 10:26:22,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-01_23-26-21.mp4
2_2025-03-02_05-26-23.mp4,.mp4,787097980,2025-03-04 22:15:16,2025-03-02 16:26:24,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-02_05-26-23.mp4
2_2025-03-02_11-26-25.mp4,.mp4,1709681353,2025-03-04 22:15:24,2025-03-02 22:26:25,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-02_11-26-25.mp4
2_2025-03-02_17-26-26.mp4,.mp4,1483107708,2025-03-04 22:15:40,2025-03-03 04:26:27,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-02_17-26-26.mp4
2_2025-03-02_23-26-28.mp4,.mp4,727764342,2025-03-04 22:15:55,2025-03-03 10:26:28,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-02_23-26-28.mp4
2_2025-03-03_05-26-29.mp4,.mp4,56098864,2025-03-04 22:16:04,2025-03-03 10:54:02,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-03_05-26-29.mp4
2_2025-03-03_11-26-31.mp4,.mp4,48,2025-03-04 22:16:04,2025-03-03 16:26:31,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\2_2025-03-03_11-26-31.mp4
3_2025-02-28_17-25-04.mp4,.mp4,1177144927,2025-03-04 22:16:04,2025-03-01 04:25:05,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-02-28_17-25-04.mp4
3_2025-02-28_23-25-06.mp4,.mp4,1156649693,2025-03-04 22:16:16,2025-03-01 10:25:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-02-28_23-25-06.mp4
3_2025-03-01_05-25-07.mp4,.mp4,1310470654,2025-03-04 22:16:28,2025-03-01 16:25:07,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-01_05-25-07.mp4
3_2025-03-01_11-25-08.mp4,.mp4,798332035,2025-03-04 22:16:40,2025-03-01 22:25:08,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-01_11-25-08.mp4
3_2025-03-01_17-25-09.mp4,.mp4,928561416,2025-03-04 22:16:47,2025-03-02 04:25:10,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-01_17-25-09.mp4
3_2025-03-01_23-25-11.mp4,.mp4,1205407440,2025-03-04 22:16:55,2025-03-02 10:25:12,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-01_23-25-11.mp4
3_2025-03-02_05-25-13.mp4,.mp4,1518532454,2025-03-04 22:17:06,2025-03-02 16:25:14,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-02_05-25-13.mp4
3_2025-03-02_11-25-15.mp4,.mp4,888203920,2025-03-04 22:17:19,2025-03-02 22:25:15,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-02_11-25-15.mp4
3_2025-03-02_17-25-16.mp4,.mp4,901252305,2025-03-04 22:17:26,2025-03-03 04:25:17,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-02_17-25-16.mp4
3_2025-03-02_23-25-18.mp4,.mp4,1207189059,2025-03-04 22:17:35,2025-03-03 10:25:18,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-02_23-25-18.mp4
3_2025-03-03_05-25-19.mp4,.mp4,83361840,2025-03-04 22:17:45,2025-03-03 10:54:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-03_05-25-19.mp4
3_2025-03-03_11-25-21.mp4,.mp4,786480,2025-03-04 22:17:46,2025-03-03 16:25:35,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\3_2025-03-03_11-25-21.mp4
4_2025-02-28_17-25-02.mp4,.mp4,1273705090,2025-03-04 22:17:46,2025-03-01 04:25:03,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-02-28_17-25-02.mp4
4_2025-02-28_23-25-04.mp4,.mp4,1414837754,2025-03-04 22:17:57,2025-03-01 10:25:04,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-02-28_23-25-04.mp4
4_2025-03-01_05-25-05.mp4,.mp4,1401668188,2025-03-04 22:18:10,2025-03-01 16:25:05,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-01_05-25-05.mp4
4_2025-03-01_11-25-06.mp4,.mp4,1190390560,2025-03-04 22:18:23,2025-03-01 22:25:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-01_11-25-06.mp4
4_2025-03-01_17-25-07.mp4,.mp4,1296662005,2025-03-04 22:18:33,2025-03-02 04:25:08,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-01_17-25-07.mp4
4_2025-03-01_23-25-09.mp4,.mp4,2084719985,2025-03-04 22:18:45,2025-03-02 10:25:10,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-01_23-25-09.mp4
4_2025-03-02_05-25-11.mp4,.mp4,1870994808,2025-03-04 22:19:03,2025-03-02 16:25:12,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-02_05-25-11.mp4
4_2025-03-02_11-25-13.mp4,.mp4,1539741302,2025-03-04 22:19:21,2025-03-02 22:25:13,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-02_11-25-13.mp4
4_2025-03-02_17-25-14.mp4,.mp4,1434059252,2025-03-04 22:19:34,2025-03-03 04:25:15,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-02_17-25-14.mp4
4_2025-03-02_23-25-16.mp4,.mp4,1896625708,2025-03-04 22:19:47,2025-03-03 10:25:16,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-02_23-25-16.mp4
4_2025-03-03_05-25-17.mp4,.mp4,161218608,2025-03-04 22:20:03,2025-03-03 10:54:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-03_05-25-17.mp4
4_2025-03-03_11-25-19.mp4,.mp4,1048624,2025-03-04 22:20:05,2025-03-03 16:25:33,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_022825_com11\4_2025-03-03_11-25-19.mp4
1_2025-03-04_17-07-33.mp4,.mp4,48,2025-03-07 21:35:17,2025-03-04 22:07:33,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-04_17-07-33.mp4
1_2025-03-04_17-21-05.mp4,.mp4,340136829,2025-03-07 21:35:17,2025-03-05 04:21:05,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-04_17-21-05.mp4
1_2025-03-04_23-21-06.mp4,.mp4,237463414,2025-03-07 21:35:20,2025-03-05 10:21:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-04_23-21-06.mp4
1_2025-03-05_05-21-07.mp4,.mp4,192220586,2025-03-07 21:35:22,2025-03-05 16:21:08,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-05_05-21-07.mp4
1_2025-03-05_11-21-09.mp4,.mp4,273707604,2025-03-07 21:35:24,2025-03-05 22:21:09,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-05_11-21-09.mp4
1_2025-03-05_17-21-10.mp4,.mp4,281974030,2025-03-07 21:35:27,2025-03-06 04:21:11,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-05_17-21-10.mp4
1_2025-03-05_23-21-12.mp4,.mp4,123199503,2025-03-07 21:35:29,2025-03-06 10:21:13,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-05_23-21-12.mp4
1_2025-03-06_05-21-14.mp4,.mp4,138278729,2025-03-07 21:35:30,2025-03-06 16:21:15,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-06_05-21-14.mp4
1_2025-03-06_11-21-16.mp4,.mp4,306741969,2025-03-07 21:35:31,2025-03-06 22:21:16,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-06_11-21-16.mp4
1_2025-03-06_17-21-17.mp4,.mp4,306652658,2025-03-07 21:35:34,2025-03-07 04:21:18,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-06_17-21-17.mp4
1_2025-03-06_23-21-19.mp4,.mp4,120447141,2025-03-07 21:35:37,2025-03-07 10:21:20,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-06_23-21-19.mp4
1_2025-03-07_05-21-21.mp4,.mp4,145194265,2025-03-07 21:35:38,2025-03-07 16:21:21,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-07_05-21-21.mp4
1_2025-03-07_11-21-22.mp4,.mp4,348566529,2025-03-07 23:05:19,2025-03-07 22:21:24,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-07_11-21-22.mp4
1_2025-03-07_17-21-24.mp4,.mp4,29155082,2025-03-07 23:04:37,2025-03-07 22:55:12,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\1_2025-03-07_17-21-24.mp4
2_2025-03-04_17-07-32.mp4,.mp4,48,2025-03-07 21:35:39,2025-03-04 22:07:32,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-04_17-07-32.mp4
2_2025-03-04_17-21-05.mp4,.mp4,2268882841,2025-03-07 21:30:42,2025-03-05 04:21:05,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-04_17-21-05.mp4
2_2025-03-04_23-21-06.mp4,.mp4,890940402,2025-03-07 21:31:01,2025-03-05 10:21:06,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-04_23-21-06.mp4
2_2025-03-05_05-21-07.mp4,.mp4,1109172102,2025-03-07 21:31:09,2025-03-05 16:21:08,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-05_05-21-07.mp4
2_2025-03-05_11-21-09.mp4,.mp4,2548653008,2025-03-07 21:31:19,2025-03-05 22:21:09,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-05_11-21-09.mp4
2_2025-03-05_17-21-10.mp4,.mp4,2396230291,2025-03-07 21:31:40,2025-03-06 04:21:11,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-05_17-21-10.mp4
2_2025-03-05_23-21-12.mp4,.mp4,1081869257,2025-03-07 21:32:01,2025-03-06 10:21:13,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-05_23-21-12.mp4
2_2025-03-06_05-21-14.mp4,.mp4,1193078003,2025-03-07 21:32:10,2025-03-06 16:21:15,Z:\migratedData\Lab\Social_Sleep\ASD_Huddling\SibM3_SibM4_030425_com11\2_2025-03-06_05-21-14.mp4
